,four,one,three,two
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d244975-Reviews-Madame_Arthur-Paris_Ile_de_France.html,Chez Madame Arthur,"Bars et clubs, Cabarets",39
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d2476857-Reviews-QG_BAR_Odeon-Paris_Ile_de_France.html,QG.BAR.Odeon,Bars et clubs,31
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8590910-Reviews-Le_Puits_Montorgueil-Paris_Ile_de_France.html,Le Puits Montorgueil,Bars et clubs,30
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d190193-Reviews-Havanita_Cafe-Paris_Ile_de_France.html,Havanita Caf√©,Bars et clubs,98
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6930021-Reviews-Le_Repaire_de_Bacchus-Paris_Ile_de_France.html,Le Repaire de Bacchus,Bars √† vins,14
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12301855-Reviews-Zero_Zero-Paris_Ile_de_France.html,Zero Zero,Bars et clubs,17
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12550708-Reviews-Shibuya_Karaoke-Paris_Ile_de_France.html,Shibuya Karaok√©,Karaok√©s,14
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6577210-Reviews-Hotel_Jules_Jim_Bar-Paris_Ile_de_France.html,Hotel Jules & Jim Bar,Bars et clubs,20
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d634135-Reviews-Chez_Georges-Paris_Ile_de_France.html,Chez Georges,Bars et clubs,12
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12690258-Reviews-Le_Bal_Blomet-Paris_Ile_de_France.html,Le Bal Blomet,Clubs et bars de jazz,14
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7778665-Reviews-L_Incognito-Paris_Ile_de_France.html,L'Incognito,Bars et clubs,16
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245101-Reviews-Le_Trabendo-Paris_Ile_de_France.html,Le Trabendo,Clubs et bars de jazz,18
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12124138-Reviews-Espit_Chupito-Paris_Ile_de_France.html,Espit Chupito,Bars et clubs,6
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4063343-Reviews-Truskel_Microclub-Paris_Ile_de_France.html,Truskel Microclub,Bars et clubs,13
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10271952-Reviews-Terrass_Bar-Paris_Ile_de_France.html,Terrass'' Bar,Bars et clubs,63
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7195450-Reviews-MARIA_MAGDALENA-Paris_Ile_de_France.html,MARIA MAGDALENA,Bars et clubs,9
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d9788522-Reviews-Bar_du_Faubourg-Paris_Ile_de_France.html,Bar du Faubourg,Bars et clubs,7
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d3889679-Reviews-Open_cafe-Paris_Ile_de_France.html,Open Caf√©,"Clubs et bars gays, Bars et clubs",217
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4885841-Reviews-Coq_O_Rico-Paris_Ile_de_France.html,Coq O Rico,Bars et clubs,19
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d5263198-Reviews-B_58_Lounge-Paris_Ile_de_France.html,B.58 Lounge,Bars et clubs,37
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6620942-Reviews-Pub_Fiction-Paris_Ile_de_France.html,Pub Fiction,Bars et clubs,12
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d9823672-Reviews-L_Alibi-Paris_Ile_de_France.html,L'Alibi,Bars et clubs,8
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245082-Reviews-Le_Cavern-Paris_Ile_de_France.html,Le Cavern,"Discoth√®ques, Bars et clubs",99
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d13483317-Reviews-Les_Berthom_Paris_11eme-Paris_Ile_de_France.html,Les Berthom Paris 11√®me,Bars et clubs,8
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7299993-Reviews-EKO-Paris_Ile_de_France.html,EKO,Bars et clubs,15
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7211017-Reviews-Le_Purdey-Paris_Ile_de_France.html,Le Purdey,Bars et clubs,8
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6017444-Reviews-Le_petit_joseph_dijon-Paris_Ile_de_France.html,Le petit joseph dijon,Bars et clubs,10
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7346811-Reviews-O_Mulligan-Paris_Ile_de_France.html,O'Mulligan,Bars et clubs,7
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d3556543-Reviews-Le_Coup_de_Grace-Paris_Ile_de_France.html,Le Coup de Grace,Bars et clubs,9
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7004533-Reviews-43_Up_On_the_Roof-Paris_Ile_de_France.html,43 Up On the Roof,Bars et clubs,61
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d5888229-Reviews-Black_Dog_Bar-Paris_Ile_de_France.html,Black Dog Bar,Bars et clubs,36
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10587914-Reviews-Le_Little-Paris_Ile_de_France.html,Le Little,Bars et clubs,7
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12206155-Reviews-Stolly_s_Stone_Bar-Paris_Ile_de_France.html,Stolly's Stone Bar,Bars et clubs,5
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8046316-Reviews-Comedie_des_Boulevards-Paris_Ile_de_France.html,Com√©die des Boulevards,"Th√©√¢tres, Spectacles humoristiques",7
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6851169-Reviews-Les_Furieux-Paris_Ile_de_France.html,Les Furieux,Bars et clubs,15
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d9809079-Reviews-Castor_Club-Paris_Ile_de_France.html,Castor Club,Bars et clubs,35
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7987173-Reviews-Connolly_s_Corner-Paris_Ile_de_France.html,Connolly's Corner,Bars et clubs,17
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d11847267-Reviews-Le_12-Paris_Ile_de_France.html,Le 12,Bars et clubs,45
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12631105-Reviews-Le_Comptoir_des_Batignolles-Paris_Ile_de_France.html,Le Comptoir des Batignolles,Bars et clubs,5
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7209312-Reviews-Soif_D_ailleurs-Paris_Ile_de_France.html,Soif D'ailleurs,Bars et clubs,6
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d3851146-Reviews-Pub_Crawl_Paris_Tours-Paris_Ile_de_France.html,Pub Crawl Paris Tours,,6
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245061-Reviews-L_Entrepot-Paris_Ile_de_France.html,L'Entrep√¥t,"Bars et clubs, Salles de cin√©ma",27
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d5788495-Reviews-Hypnose_Cocktail_Bar_Odeon-Paris_Ile_de_France.html,Hypnose Cocktail Bar Od√©on,Bars et clubs,15
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7927708-Reviews-Alambic_Comedie-Paris_Ile_de_France.html,Alambic Com√©die,"Th√©√¢tres, Spectacles humoristiques",7
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7226837-Reviews-In_the_Garden-Paris_Ile_de_France.html,In the Garden,Bars et clubs,6
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245077-Reviews-Le_Baiser_Sale-Paris_Ile_de_France.html,Le Baiser Sal√©,"Bars et clubs, Clubs et bars de jazz",110
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12213816-Reviews-Outland_Bar-Paris_Ile_de_France.html,Outland Bar,Bars et clubs,5
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10251821-Reviews-La_Paroisse-Paris_Ile_de_France.html,La Paroisse,Bars et clubs,5
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12183406-Reviews-Le_Fou-Paris_Ile_de_France.html,Le Fou,Bars et clubs,4
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6277070-Reviews-20134-Paris_Ile_de_France.html,20134,Bars et clubs,7
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12991854-Reviews-Gloster_Bar_a_Cocktails-Paris_Ile_de_France.html,Gloster Bar √† Cocktails,Bars et clubs,8
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8757781-Reviews-La_Binouze_Rochechouart-Paris_Ile_de_France.html,La Binouze Rochechouart,Bars et clubs,16
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245057-Reviews-Kibele-Paris_Ile_de_France.html,Kibele,Bars et clubs,9
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d11801781-Reviews-La_Table_Corse-Paris_Ile_de_France.html,La Table Corse,Bars √† vins,7
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d5501671-Reviews-La_Venus_Noire-Paris_Ile_de_France.html,La Venus Noire,Bars et clubs,25
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d195130-Reviews-Duplex_Bar-Paris_Ile_de_France.html,Le Duplex,Bars et clubs,20
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d5313397-Reviews-Le_cave_de_Gaston_Leroux_auteur_du_fantome_de_l_opera-Paris_Ile_de_France.html,Le cave de Gaston Leroux auteur du fantome de l'opera,Bars et clubs,6
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12286813-Reviews-Gentleman_Pub-Paris_Ile_de_France.html,Gentleman Pub,Bars et clubs,4
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12449743-Reviews-The_Violon_Dingue-Paris_Ile_de_France.html,Le Violon Dingue,Bars et clubs,24
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8569803-Reviews-Lipstick-Paris_Ile_de_France.html,Lipstick,Bars et clubs,24
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10292847-Reviews-Les_Vignerons_Parisiens-Paris_Ile_de_France.html,Les Vignerons Parisiens,Bars √† vins,4
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8244356-Reviews-La_Bellevilloise_Bar-Paris_Ile_de_France.html,La Bellevilloise Bar,Bars et clubs,19
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245135-Reviews-Sentier_des_Halles-Paris_Ile_de_France.html,Sentier des Halles,Bars et clubs,7
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d11851446-Reviews-Heritage-Paris_Ile_de_France.html,Heritage,Bars et clubs,6
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7161128-Reviews-Bar_la_Legende-Paris_Ile_de_France.html,Bar la Legende,Bars et clubs,6
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8702785-Reviews-La_Pomme_d_Eve-Paris_Ile_de_France.html,La Pomme d'Eve,Bars et clubs,8
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d5452935-Reviews-Le_Bar_Marta-Paris_Ile_de_France.html,Le Bar Marta,Bars et clubs,9
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d3887989-Reviews-Red_Cafe-Paris_Ile_de_France.html,Red Caf√©,Bars et clubs,6
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6123807-Reviews-Hotel_O_Bar-Paris_Ile_de_France.html,Hotel O Bar,Bars et clubs,10
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7189147-Reviews-Les_Disquaires-Paris_Ile_de_France.html,Les Disquaires,Bars et clubs,13
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d11750056-Reviews-Le_Bouillon_St_Stef-Paris_Ile_de_France.html,Le Bouillon St-Stef,Bars et clubs,4
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d13478582-Reviews-Le_Bar_Botaniste_Shangri_La_Paris-Paris_Ile_de_France.html,Le Bar Botaniste Shangri-La Paris,Bars et clubs,4
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d3632576-Reviews-Le_Pousse_au_Crime-Paris_Ile_de_France.html,Le Pousse au Crime,Bars et clubs,50
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d190198-Reviews-Le_Petit_Opportun-Paris_Ile_de_France.html,Le Petit Opportun,Clubs et bars de jazz,5
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12280122-Reviews-Theatre_BO_Saintt_Martin-Paris_Ile_de_France.html,Th√©√¢tre BO Saint-Martin,Spectacles humoristiques,3
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12347333-Reviews-Niki_Club-Paris_Ile_de_France.html,Niki Club,Bars et clubs,3
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d11718625-Reviews-Kabukicho-Paris_Ile_de_France.html,Kabukicho,"Discoth√®ques, Bars et clubs",13
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d195135-Reviews-Le_Tropic_Cafe-Paris_Ile_de_France.html,Le Tropic Caf√©,Bars et clubs,27
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12611195-Reviews-Studio_de_l_Ermitage-Paris_Ile_de_France.html,Studio de l'Ermitage,"Clubs et bars de jazz, Bars et clubs",3
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d191015-Reviews-Le_Cabaret-Paris_Ile_de_France.html,Le Cabaret,Bars et clubs,7
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6546892-Reviews-Le_Bar-Paris_Ile_de_France.html,Le Bar,Bars et clubs,4
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d3928896-Reviews-L_Urgence_Bar-Paris_Ile_de_France.html,L'Urgence Bar,Bars et clubs,32
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245095-Reviews-Le_P_tit_Velo-Paris_Ile_de_France.html,Le P'tit V√©lo,Bars et clubs,3
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d13936546-Reviews-Bisou-Paris_Ile_de_France.html,Bisou,Bars et clubs,3
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245068-Reviews-La_Fleche_d_Or-Paris_Ile_de_France.html,La Fl√®che d'Or,Bars et clubs,10
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d210374-Reviews-O_Briens-Paris_Ile_de_France.html,O'Briens,Bars et clubs,8
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6473027-Reviews-Baron_Samedi-Paris_Ile_de_France.html,Baron Samedi,Bars et clubs,9
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6940756-Reviews-Cafe_Lilou-Paris_Ile_de_France.html,Caf√© Lilou,Caf√©s,10
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12912371-Reviews-Bluebird-Paris_Ile_de_France.html,Bluebird,Bars et clubs,6
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10112746-Reviews-Teddy_s_Bar-Paris_Ile_de_France.html,Teddy's Bar,"Bars et clubs, Bars √† vins",12
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7077075-Reviews-Le_Curieux-Paris_Ile_de_France.html,Le Curieux,Bars et clubs,5
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6984026-Reviews-Troll_Cafe-Paris_Ile_de_France.html,Troll Caf√©,Bars et clubs,33
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4921989-Reviews-Le_Sonart-Paris_Ile_de_France.html,Le Sonart,"Mus√©es sp√©cialis√©s, Bars et clubs",15
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d502690-Reviews-La_Suite-Paris_Ile_de_France.html,La Suite,Discoth√®ques,6
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6929715-Reviews-Face_Bar-Paris_Ile_de_France.html,Face Bar,Bars et clubs,4
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6884886-Reviews-Le_Gibus_Cafe-Paris_Ile_de_France.html,Le Gibus Caf√©,Bars et clubs,5
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d13456272-Reviews-Baroom-Paris_Ile_de_France.html,Baroom,Bars et clubs,2
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d13238767-Reviews-La_Gare-Paris_Ile_de_France.html,La Gare,Clubs et bars de jazz,2
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d244972-Reviews-Chez_Adel-Paris_Ile_de_France.html,Chez Adel,Bars et clubs,3
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d11877705-Reviews-Le_Bar_Belge-Paris_Ile_de_France.html,Le Bar Belge,Bars et clubs,9
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7144637-Reviews-La_Belle_Epoque-Paris_Ile_de_France.html,La Belle Epoque,Bars et clubs,3
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7035194-Reviews-Agrology-Paris_Ile_de_France.html,Agrology,Bars √† vins,2
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7189424-Reviews-La_Mecanique_Ondulatoire-Paris_Ile_de_France.html,La Mecanique Ondulatoire,Bars et clubs,8
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12287083-Reviews-Cafe_Society_Paris_1-Paris_Ile_de_France.html,Caf√© Society,Bars et clubs,2
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d267707-Reviews-L_Insolite-Paris_Ile_de_France.html,L'Insolite,Bars et clubs,4
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d11811276-Reviews-Le_Soum_Soum-Paris_Ile_de_France.html,Le Soum Soum,Bars et clubs,2
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4945549-Reviews-Dock-Paris_Ile_de_France.html,Dock,Bars et clubs,33
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7202887-Reviews-Quartier_General-Paris_Ile_de_France.html,Quartier General,Bars et clubs,15
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7274648-Reviews-Le_Merou-Paris_Ile_de_France.html,Le M√©rou,Bars et clubs,6
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d5791544-Reviews-Artisan-Paris_Ile_de_France.html,Artisan,Bars et clubs,3
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6978268-Reviews-Le_Comptoir_General-Paris_Ile_de_France.html,Le Comptoir General,"Bars et clubs, Mus√©es sp√©cialis√©s",55
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d13307759-Reviews-Le_Quartier-Paris_Ile_de_France.html,Le Quartier,Bars et clubs,2
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8661115-Reviews-The_Lab-Paris_Ile_de_France.html,The Lab,Bars et clubs,2
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d5788497-Reviews-Hypnose_Cocktail_Bar_Grands_Boulevards-Paris_Ile_de_France.html,Hypnose Cocktail Bar Grands Boulevards,Bars et clubs,16
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7203756-Reviews-L_Atelier_Charonne_Gypsy_Jazz_Bar-Paris_Ile_de_France.html,L'Atelier Charonne Gypsy Jazz Bar,Clubs et bars de jazz,17
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d9582294-Reviews-Les_Cariatides-Paris_Ile_de_France.html,Les Cariatides,Bars et clubs,2
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d244886-Reviews-Bus_Palladium-Paris_Ile_de_France.html,Bus Palladium,Discoth√®ques,41
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12961795-Reviews-Little_Temple_Bar-Paris_Ile_de_France.html,Little Temple Bar,Bars et clubs,21
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8003695-Reviews-Nun_s_Cafe-Paris_Ile_de_France.html,Nun's Caf√©,Bars et clubs,2
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d546432-Reviews-Le_Saint-Paris_Ile_de_France.html,Le Saint,Bars et clubs,2
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d5971646-Reviews-Pigalle_Country_Club-Paris_Ile_de_France.html,Pigalle Country Club,Bars et clubs,6
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8698242-Reviews-Raidd-Paris_Ile_de_France.html,Raidd,Bars et clubs,61
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d11688028-Reviews-Cafe_Moustache-Paris_Ile_de_France.html,Cafe Moustache,"Clubs et bars gays, Bars et clubs",2
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d14183983-Reviews-Le_Who_s_Bar-Paris_Ile_de_France.html,Le Who's Bar,Bars et clubs,26
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245086-Reviews-Le_Gambetta-Paris_Ile_de_France.html,Le Gambetta,Bars et clubs,7
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7126282-Reviews-1K_Bar-Paris_Ile_de_France.html,1K Bar,Bars et clubs,7
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7180218-Reviews-Mad_Maker_Pub-Paris_Ile_de_France.html,Mad Maker Pub,Bars et clubs,62
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7002679-Reviews-L_international-Paris_Ile_de_France.html,L'international,Bars et clubs,23
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d14020253-Reviews-La_Poudriere-Paris_Ile_de_France.html,La Poudri√®re,Bars et clubs,5
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d9727570-Reviews-Espace_Cardin-Paris_Ile_de_France.html,Espace Cardin,Spectacles humoristiques,3
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4415324-Reviews-Le_Tempo-Paris_Ile_de_France.html,Le Tempo,Bars et clubs,11
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d2038001-Reviews-L_Etoile_Manquante-Paris_Ile_de_France.html,L'Etoile Manquante,Bars et clubs,50
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12578614-Reviews-La_Maison_du_whisky-Paris_Ile_de_France.html,La Maison du whisky,Bars √† vins,3
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d1841411-Reviews-Mister_Lounge-Paris_Ile_de_France.html,Mister Lounge,Bars et clubs,2
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12526580-Reviews-Le_Rive_Gauche-Paris_Ile_de_France.html,Le Rive Gauche,"Discoth√®ques, Bars et clubs",1
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d14028867-Reviews-La_Cave_de_Turenne-Paris_Ile_de_France.html,La Cave de Turenne,Bars √† vins,1
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d13837944-Reviews-Junkyard-Paris_Ile_de_France.html,Junkyard,Bars et clubs,1
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d11616981-Reviews-Cave_des_Gobelins-Paris_Ile_de_France.html,Cave des Gobelins,Bars et clubs,1
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245100-Reviews-Le_Tartuffe-Paris_Ile_de_France.html,Le Tartuffe,Spectacles humoristiques,1
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245049-Reviews-Guinguette_du_Martin_Pecheur-Paris_Ile_de_France.html,Guinguette du Martin-p√™cheur,Discoth√®ques,13
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12880104-Reviews-Pachi_Pacha-Paris_Ile_de_France.html,Pachi Pacha Mini Bar,Bars et clubs,16
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d244971-Reviews-Chesterfield_Cafe-Paris_Ile_de_France.html,Chesterfield Caf√©,Bars et clubs,6
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d547094-Reviews-Le_Sous_Bock-Paris_Ile_de_France.html,Le sous bock,Bars et clubs,30
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6613369-Reviews-Le_Clap-Paris_Ile_de_France.html,Le Clap,Bars et clubs,1
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245134-Reviews-Satellit_Cafe-Paris_Ile_de_France.html,Sattelit' Caf√©,Bars et clubs,4
