,four,one,three,two
Activités en plein air à Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12526337-Reviews-Ebike_Rental_Paris-Paris_Ile_de_France.html,Ebike Rental Paris,Locations de matÃ©riel,0
Activités en plein air à Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12255380-Reviews-PARIS_CHARI_CLUB-Paris_Ile_de_France.html,PARIS-CHARI CLUB,Locations de matÃ©riel,0
Activités en plein air à Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d11616212-Reviews-Ecole_de_Navigation_Francaise_Paris-Paris_Ile_de_France.html,Ecole de Navigation Francaise Paris,Circuits en hors-bord,0
Activités en plein air à Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10844348-Reviews-Paris_Run_and_Visit-Paris_Ile_de_France.html,Paris Run and Visit,Visites et footing,0
Activités en plein air à Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10744492-Reviews-Visit_org-Paris_Ile_de_France.html,Visit.org,Visites de la ville,0
Activités en plein air à Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10686284-Reviews-Legends_Never_Die-Paris_Ile_de_France.html,Legends Never Die,"Visites privÃ©es, Visites nocturnes",0
Activités en plein air à Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10136280-Reviews-Les_Caleches_De_Versailles-Paris_Ile_de_France.html,Les CalÃ¨ches De Versailles,,0
Activités en plein air à Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10092971-Reviews-Runrun_Tours-Paris_Ile_de_France.html,Runrun Tours,Visites et footing,0
Activités en plein air à Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10089881-Reviews-Paris_Wine_Gourmet-Paris_Ile_de_France.html,Paris Wine Gourmet,"Oenotourisme , Visites privÃ©es",0
Activités en plein air à Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10075975-Reviews-Objectif_France-Paris_Ile_de_France.html,Objectif France,,0
Activités en plein air à Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8830248-Reviews-Prestige_and_Luxury-Paris_Ile_de_France.html,Prestige and Luxury,Locations de matÃ©riel,0
Activités en plein air à Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8274124-Reviews-ParisLuxuryCar-Paris_Ile_de_France.html,ParisLuxuryCar,Locations de matÃ©riel,0
Activités en plein air à Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6823372-Reviews-Skydive_Paris-Paris_Ile_de_France.html,Skydive Paris,Circuits extrÃªmes,0
Activités en plein air à Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d3888882-Reviews-Scoot_E-Paris_Ile_de_France.html,Scoot-E,Locations de matÃ©riel,0
Activités en plein air à Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d279061-Reviews-La_Route_du_Cacao-Paris_Ile_de_France.html,La Route du Cacao,CroisiÃ¨res,0
Activités en plein air à Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d188873-Reviews-Bike_N_Roller-Paris_Ile_de_France.html,Bike 'N Roller,Locations de matÃ©riel,0
